head,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,action
,,,,,,,,,,,,,
"['200.66666666666666', '76.66666666666666', '1']","['188.0', '89.33333333333333', '1']","['208.0', '95.33333333333333', '1']","['178.0', '80.66666666666666', '0']","['190.66666666666666', '102.66666666666666', '1']","['125.33333333333333', '80.0', '0']","['169.33333333333331', '83.33333333333333', '1']","['186.66666666666666', '141.33333333333331', '1']","['210.66666666666666', '138.66666666666666', '1']","['176.0', '174.0', '1']","['226.0', '176.66666666666666', '1']","['171.33333333333331', '194.66666666666666', '1']","['256.66666666666663', '195.33333333333331', '1']",baseball_swing
,,,,,,,,,,,,,
"['156.0', '105.6', '1']","['134.4', '109.2', '1']","['168.0', '126.0', '1']","['106.8', '134.4', '0']","['139.2', '141.6', '1']","['93.6', '114.0', '0']","['116.39999999999999', '114.0', '1']","['139.2', '187.2', '1']","['171.6', '181.2', '1']","['129.6', '225.6', '1']","['187.2', '225.6', '1']","['123.6', '268.8', '1']","['206.4', '267.59999999999997', '1']",baseball_swing
,,,,,,,,,,,,,
"['201.33333333333331', '38.666666666666664', '1']","['185.33333333333331', '54.666666666666664', '1']","['213.33333333333331', '58.666666666666664', '1']","['150.0', '71.33333333333333', '1']","['189.33333333333331', '79.33333333333333', '1']","['164.66666666666666', '51.33333333333333', '1']","['172.66666666666666', '56.0', '1']","['179.33333333333331', '122.66666666666666', '1']","['219.33333333333331', '119.33333333333333', '1']","['168.66666666666666', '174.0', '1']","['238.0', '172.0', '1']","['150.66666666666666', '207.33333333333331', '1']","['252.66666666666666', '200.0', '1']",baseball_swing
,,,,,,,,,,,,,
"['189.33333333333331', '44.666666666666664', '1']","['168.0', '60.0', '1']","['202.66666666666666', '68.66666666666666', '1']","['138.66666666666666', '75.33333333333333', '1']","['177.33333333333331', '85.33333333333333', '1']","['153.33333333333331', '56.666666666666664', '1']","['161.33333333333331', '60.666666666666664', '1']","['162.0', '133.33333333333331', '1']","['208.66666666666666', '126.0', '1']","['151.33333333333331', '176.0', '1']","['218.66666666666666', '173.33333333333331', '1']","['142.66666666666666', '207.33333333333331', '1']","['241.33333333333331', '205.33333333333331', '1']",baseball_swing
,,,,,,,,,,,,,
"['236.25', '55.5', '1']","['219.75', '70.5', '1']","['257.25', '75.75', '1']","['199.5', '85.5', '1']","['234.0', '96.75', '1']","['205.5', '74.25', '1']","['211.5', '78.0', '1']","['228.75', '130.5', '1']","['251.25', '132.0', '1']","['216.75', '165.75', '1']","['262.5', '171.0', '1']","['213.75', '204.0', '1']","['276.0', '205.5', '1']",baseball_swing
,,,,,,,,,,,,,
"['263.25', '64.5', '1']","['249.75', '84.75', '0']","['279.75', '82.5', '1']","['246.75', '102.0', '0']","['253.5', '106.5', '1']","['236.25', '85.5', '1']","['232.5', '93.0', '1']","['271.5', '136.5', '0']","['290.25', '129.75', '1']","['258.75', '171.75', '1']","['276.75', '175.5', '1']","['277.5', '207.75', '1']","['297.75', '217.5', '1']",baseball_swing
,,,,,,,,,,,,,
"['195.0', '141.0', '1']","['196.5', '159.75', '1']","['0.75', '0.75', '0']","['181.5', '133.5', '1']","['237.0', '122.25', '1']","['176.25', '98.25', '1']","['240.0', '93.75', '1']","['233.25', '162.75', '1']","['260.25', '147.0', '1']","['252.0', '189.75', '1']","['306.0', '168.75', '1']","['249.0', '243.0', '1']","['0.75', '0.75', '0']",bench_press
,,,,,,,,,,,,,
"['215.25', '150.75', '1']","['211.5', '171.75', '1']","['0.75', '0.75', '0']","['196.5', '132.75', '1']","['280.5', '131.25', '1']","['184.5', '102.75', '1']","['276.75', '104.25', '1']","['270.75', '168.75', '1']","['0.75', '0.75', '0']","['335.25', '171.0', '1']","['384.0', '165.75', '1']","['343.5', '244.5', '1']","['397.5', '220.5', '1']",bench_press
,,,,,,,,,,,,,
"['0.75', '0.75', '0']","['0.75', '0.75', '0']","['282.75', '140.25', '1']","['215.25', '103.5', '1']","['297.75', '110.25', '1']","['209.25', '74.25', '1']","['306.0', '70.5', '1']","['196.5', '133.5', '1']","['229.5', '147.0', '1']","['129.0', '168.0', '1']","['204.0', '180.0', '1']","['123.0', '238.5', '1']","['225.75', '267.0', '1']",bench_press
,,,,,,,,,,,,,
"['337.5', '198.0', '1']","['284.25', '188.25', '0']","['302.25', '230.25', '1']","['242.25', '141.0', '0']","['270.75', '153.75', '1']","['241.5', '137.25', '0']","['0.75', '0.75', '0']","['120.0', '169.5', '1']","['125.25', '210.75', '1']","['45.0', '138.75', '1']","['24.0', '157.5', '1']","['42.75', '251.25', '1']","['0.75', '0.75', '0']",bench_press
,,,,,,,,,,,,,
"['306.75', '249.0', '1']","['0.75', '0.75', '0']","['282.0', '267.0', '1']","['257.25', '171.75', '1']","['281.25', '222.75', '0']","['264.75', '117.75', '1']","['0.75', '0.75', '0']","['150.0', '219.0', '1']","['142.5', '258.0', '1']","['76.5', '228.75', '1']","['53.25', '293.25', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",bench_press
,,,,,,,,,,,,,
"['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['187.5', '189.0', '1']","['0.75', '0.75', '0']","['176.25', '143.25', '1']","['310.5', '155.25', '1']","['243.0', '202.5', '1']","['301.5', '185.25', '1']","['274.5', '249.75', '1']","['376.5', '253.5', '1']","['264.0', '330.0', '1']","['337.5', '319.5', '1']",bench_press
,,,,,,,,,,,,,
"['0.6666666666666666', '0.6666666666666666', '0']","['228.0', '152.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['226.0', '115.33333333333333', '1']","['318.0', '108.66666666666666', '1']","['219.33333333333331', '61.33333333333333', '1']","['324.66666666666663', '58.666666666666664', '1']","['287.3333333333333', '175.33333333333331', '1']","['342.66666666666663', '166.0', '1']","['271.3333333333333', '253.33333333333331', '1']","['423.3333333333333', '224.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",bench_press
,,,,,,,,,,,,,
"['240.75', '129.75', '1']","['229.5', '156.75', '1']","['281.25', '150.0', '1']","['209.25', '126.0', '1']","['305.25', '116.25', '1']","['193.5', '79.5', '1']","['311.25', '73.5', '1']","['280.5', '237.0', '1']","['326.25', '218.25', '1']","['0.75', '0.75', '0']","['402.75', '250.5', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",bench_press
,,,,,,,,,,,,,
"['0.75', '0.75', '0']","['331.5', '220.5', '0']","['360.75', '222.75', '1']","['289.5', '189.0', '1']","['375.75', '187.5', '1']","['280.5', '161.25', '1']","['383.25', '150.75', '1']","['282.75', '229.5', '1']","['342.0', '235.5', '1']","['246.0', '258.0', '1']","['356.25', '261.0', '1']","['232.5', '318.0', '1']","['358.5', '340.5', '1']",bench_press
,,,,,,,,,,,,,
"['279.0', '152.25', '1']","['239.25', '151.5', '1']","['281.25', '170.25', '1']","['219.75', '123.75', '1']","['292.5', '141.0', '1']","['209.25', '84.0', '1']","['300.75', '96.0', '1']","['164.25', '180.75', '1']","['198.0', '189.75', '1']","['89.25', '195.0', '1']","['150.0', '225.0', '1']","['102.0', '274.5', '1']","['163.5', '311.25', '1']",bench_press
,,,,,,,,,,,,,
"['282.0', '141.75', '1']","['246.75', '144.0', '1']","['282.75', '171.75', '1']","['213.75', '120.0', '1']","['297.75', '130.5', '1']","['207.75', '79.5', '1']","['303.75', '87.0', '1']","['163.5', '174.75', '1']","['220.5', '192.0', '1']","['109.5', '204.75', '1']","['160.5', '222.0', '1']","['117.75', '270.0', '1']","['179.25', '308.25', '1']",bench_press
,,,,,,,,,,,,,
"['297.75', '147.0', '1']","['276.75', '151.5', '0']","['306.75', '180.0', '0']","['231.75', '121.5', '1']","['318.0', '142.5', '1']","['223.5', '80.25', '1']","['336.0', '92.25', '1']","['183.0', '168.0', '1']","['233.25', '185.25', '1']","['111.0', '192.75', '1']","['196.5', '219.75', '1']","['132.75', '266.25', '1']","['212.25', '306.0', '1']",bench_press
,,,,,,,,,,,,,
"['287.25', '153.0', '1']","['0.75', '0.75', '0']","['281.25', '174.0', '1']","['226.5', '124.5', '1']","['303.75', '142.5', '1']","['217.5', '91.5', '1']","['318.0', '102.0', '1']","['198.75', '176.25', '1']","['237.75', '195.0', '1']","['126.75', '208.5', '1']","['168.75', '226.5', '1']","['135.0', '273.75', '1']","['173.25', '298.5', '1']",bench_press
,,,,,,,,,,,,,
"['288.75', '147.0', '1']","['246.0', '147.0', '0']","['293.25', '174.75', '1']","['235.5', '124.5', '1']","['303.0', '142.5', '1']","['225.75', '90.75', '1']","['312.75', '92.25', '1']","['187.5', '176.25', '1']","['221.25', '188.25', '1']","['126.75', '208.5', '1']","['177.75', '229.5', '1']","['124.5', '275.25', '1']","['179.25', '303.75', '1']",bench_press
,,,,,,,,,,,,,
"['291.0', '144.75', '1']","['251.25', '150.75', '1']","['293.25', '166.5', '1']","['235.5', '127.5', '1']","['303.75', '141.0', '1']","['222.0', '96.0', '1']","['321.75', '102.75', '1']","['204.75', '179.25', '1']","['231.75', '186.75', '1']","['141.75', '207.0', '1']","['181.5', '224.25', '1']","['150.0', '264.75', '1']","['195.0', '293.25', '1']",bench_press
,,,,,,,,,,,,,
"['192.0', '133.5', '1']","['195.0', '163.5', '1']","['1.5', '1.5', '0']","['169.5', '135.0', '1']","['286.5', '103.5', '1']","['154.5', '81.0', '1']","['298.5', '55.5', '1']","['262.5', '183.0', '1']","['306.0', '169.5', '1']","['355.5', '238.5', '1']","['408.0', '211.5', '1']","['1.5', '1.5', '0']","['1.5', '1.5', '0']",bench_press
,,,,,,,,,,,,,
"['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['171.75', '179.25', '1']","['311.25', '171.75', '1']","['171.0', '128.25', '1']","['317.25', '123.75', '1']","['176.25', '204.75', '1']","['254.25', '209.25', '1']","['86.25', '279.75', '1']","['281.25', '282.0', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",bench_press
,,,,,,,,,,,,,
"['0.75', '0.75', '0']","['203.25', '193.5', '1']","['269.25', '186.75', '1']","['164.25', '183.75', '1']","['306.0', '175.5', '1']","['159.75', '130.5', '1']","['318.75', '123.75', '1']","['193.5', '222.75', '1']","['284.25', '219.75', '1']","['153.0', '291.0', '1']","['340.5', '288.0', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",bench_press
,,,,,,,,,,,,,
"['306.75', '190.5', '0']","['0.75', '0.75', '0']","['288.0', '211.5', '0']","['229.5', '141.0', '1']","['296.25', '178.5', '1']","['225.75', '97.5', '1']","['0.75', '0.75', '0']","['158.25', '192.0', '1']","['177.0', '214.5', '1']","['66.0', '219.75', '1']","['0.75', '0.75', '0']","['51.75', '300.0', '1']","['0.75', '0.75', '0']",bench_press
,,,,,,,,,,,,,
"['288.0', '212.25', '1']","['270.75', '213.75', '0']","['284.25', '234.0', '1']","['225.0', '179.25', '1']","['306.75', '228.0', '1']","['216.75', '132.0', '1']","['309.0', '161.25', '1']","['159.75', '217.5', '1']","['186.0', '264.75', '1']","['46.5', '258.75', '1']","['76.5', '327.75', '1']","['23.25', '352.5', '1']","['0.75', '0.75', '0']",bench_press
,,,,,,,,,,,,,
"['0.75', '0.75', '0']","['224.25', '143.25', '1']","['285.75', '144.75', '1']","['198.75', '123.0', '1']","['316.5', '126.75', '1']","['186.75', '75.75', '1']","['330.0', '81.0', '1']","['238.5', '165.0', '1']","['279.0', '162.0', '1']","['215.25', '193.5', '1']","['297.75', '198.0', '1']","['204.0', '264.75', '0']","['294.0', '265.5', '0']",bench_press
,,,,,,,,,,,,,
"['302.25', '150.75', '1']","['0.75', '0.75', '0']","['259.5', '183.0', '1']","['184.5', '76.5', '1']","['271.5', '149.25', '1']","['178.5', '25.5', '1']","['285.75', '61.5', '1']","['87.0', '142.5', '1']","['132.0', '186.0', '1']","['0.75', '0.75', '0']","['7.5', '222.0', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",bench_press
,,,,,,,,,,,,,
"['241.5', '192.0', '1']","['213.0', '206.25', '1']","['276.0', '204.75', '1']","['179.25', '178.5', '1']","['306.0', '176.25', '1']","['166.5', '126.75', '1']","['323.25', '127.5', '1']","['210.0', '250.5', '1']","['273.0', '251.25', '1']","['237.75', '303.0', '1']","['240.0', '311.25', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",bench_press
,,,,,,,,,,,,,
"['265.5', '90.75', '0']","['232.5', '100.5', '1']","['289.5', '96.75', '1']","['222.75', '73.5', '1']","['312.75', '74.25', '1']","['224.25', '39.75', '1']","['308.25', '39.0', '1']","['234.0', '131.25', '1']","['298.5', '129.75', '1']","['232.5', '172.5', '1']","['311.25', '172.5', '1']","['220.5', '253.5', '1']","['310.5', '254.25', '1']",bench_press
,,,,,,,,,,,,,
"['225.75', '200.25', '1']","['255.0', '210.75', '1']","['248.25', '192.75', '1']","['264.75', '173.25', '1']","['252.75', '163.5', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['315.75', '202.5', '1']","['0.75', '0.75', '0']","['379.5', '183.75', '1']","['0.75', '0.75', '0']","['384.0', '234.75', '1']","['371.25', '228.0', '1']",bench_press
,,,,,,,,,,,,,
"['330.0', '209.25', '1']","['291.0', '178.5', '1']","['273.75', '234.75', '1']","['271.5', '116.25', '1']","['213.75', '156.75', '1']","['266.25', '47.25', '1']","['199.5', '82.5', '1']","['170.25', '153.0', '1']","['137.25', '207.75', '1']","['93.0', '159.75', '1']","['31.5', '195.0', '1']","['83.25', '229.5', '1']","['13.5', '282.0', '1']",bench_press
,,,,,,,,,,,,,
"['283.5', '177.0', '1']","['208.5', '166.5', '1']","['280.5', '210.0', '1']","['181.5', '145.5', '1']","['325.5', '172.5', '1']","['177.0', '90.0', '1']","['333.0', '126.0', '1']","['139.5', '223.5', '1']","['198.0', '240.0', '1']","['42.0', '303.0', '1']","['132.0', '337.5', '1']","['1.5', '1.5', '0']","['1.5', '1.5', '0']",bench_press
,,,,,,,,,,,,,
"['280.0', '96.66666666666666', '1']","['250.0', '98.66666666666666', '1']","['286.66666666666663', '112.66666666666666', '1']","['230.0', '83.33333333333333', '1']","['309.3333333333333', '100.0', '1']","['220.66666666666666', '46.666666666666664', '1']","['316.0', '70.0', '1']","['206.66666666666666', '142.66666666666666', '1']","['255.33333333333331', '159.33333333333331', '1']","['152.66666666666666', '175.33333333333331', '1']","['249.33333333333331', '227.33333333333331', '1']","['190.0', '202.0', '1']","['254.0', '243.33333333333331', '1']",bench_press
,,,,,,,,,,,,,
"['309.0', '236.25', '1']","['276.75', '236.25', '1']","['309.0', '249.0', '1']","['255.75', '213.75', '1']","['329.25', '231.0', '1']","['242.25', '174.75', '1']","['342.0', '195.75', '1']","['229.5', '258.0', '1']","['267.75', '279.0', '1']","['150.75', '285.0', '1']","['223.5', '320.25', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",bench_press
,,,,,,,,,,,,,
"['199.5', '135.75', '0']","['189.75', '151.5', '1']","['0.75', '0.75', '0']","['189.0', '114.75', '1']","['247.5', '110.25', '1']","['185.25', '80.25', '1']","['251.25', '78.75', '1']","['252.0', '150.75', '1']","['283.5', '145.5', '1']","['277.5', '166.5', '1']","['323.25', '167.25', '1']","['273.0', '231.0', '1']","['327.75', '219.0', '1']",bench_press
,,,,,,,,,,,,,
"['214.5', '141.75', '0']","['217.5', '151.5', '1']","['0.75', '0.75', '0']","['216.75', '119.25', '1']","['264.0', '114.75', '1']","['210.75', '88.5', '1']","['269.25', '93.0', '1']","['259.5', '151.5', '1']","['0.75', '0.75', '0']","['289.5', '164.25', '1']","['330.75', '164.25', '1']","['285.75', '219.0', '1']","['333.0', '212.25', '1']",bench_press
,,,,,,,,,,,,,
"['213.75', '189.75', '1']","['222.0', '196.5', '1']","['0.75', '0.75', '0']","['219.75', '163.5', '1']","['264.0', '159.0', '1']","['220.5', '125.25', '1']","['264.75', '131.25', '1']","['267.0', '191.25', '1']","['0.75', '0.75', '0']","['311.25', '198.0', '1']","['354.75', '197.25', '1']","['308.25', '263.25', '1']","['345.75', '249.75', '1']",bench_press
,,,,,,,,,,,,,
"['309.75', '165.75', '1']","['0.75', '0.75', '0']","['274.5', '177.0', '1']","['257.25', '101.25', '0']","['274.5', '145.5', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['175.5', '156.75', '1']","['180.75', '176.25', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",bench_press
,,,,,,,,,,,,,
"['302.25', '187.5', '1']","['0.75', '0.75', '0']","['276.0', '203.25', '1']","['253.5', '135.75', '0']","['274.5', '156.75', '1']","['246.0', '147.0', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['186.0', '198.75', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",bench_press
,,,,,,,,,,,,,
"['302.25', '178.5', '0']","['0.75', '0.75', '0']","['276.0', '191.25', '1']","['255.75', '122.25', '1']","['272.25', '140.25', '1']","['243.75', '108.0', '0']","['0.75', '0.75', '0']","['176.25', '162.75', '1']","['190.5', '189.0', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['123.0', '241.5', '1']","['111.0', '278.25', '1']",bench_press
,,,,,,,,,,,,,
"['256.5', '213.0', '0']","['1.5', '1.5', '0']","['240.0', '216.0', '1']","['189.0', '180.0', '1']","['243.0', '175.5', '1']","['184.5', '153.0', '1']","['241.5', '139.5', '1']","['1.5', '1.5', '0']","['178.5', '214.5', '1']","['88.5', '223.5', '1']","['121.5', '229.5', '1']","['1.5', '1.5', '0']","['144.0', '303.0', '1']",bench_press
,,,,,,,,,,,,,
"['0.6666666666666666', '0.6666666666666666', '0']","['195.33333333333331', '178.66666666666666', '0']","['278.0', '183.33333333333331', '0']","['176.0', '148.0', '1']","['304.0', '152.66666666666666', '1']","['158.0', '94.66666666666666', '1']","['320.0', '106.66666666666666', '1']","['197.33333333333331', '200.0', '1']","['265.3333333333333', '201.33333333333331', '1']","['138.66666666666666', '258.66666666666663', '1']","['337.3333333333333', '260.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",bench_press
,,,,,,,,,,,,,
"['244.0', '156.66666666666666', '1']","['201.33333333333331', '180.66666666666666', '1']","['289.3333333333333', '182.0', '1']","['188.0', '135.33333333333331', '1']","['296.0', '134.66666666666666', '1']","['178.0', '86.0', '1']","['310.0', '88.0', '1']","['222.66666666666666', '214.66666666666666', '1']","['285.3333333333333', '209.33333333333331', '1']","['170.66666666666666', '250.0', '1']","['351.3333333333333', '256.66666666666663', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",bench_press
,,,,,,,,,,,,,
"['253.33333333333331', '152.0', '1']","['210.0', '180.0', '1']","['294.66666666666663', '175.33333333333331', '1']","['188.66666666666666', '148.0', '1']","['322.66666666666663', '142.0', '1']","['184.0', '98.66666666666666', '1']","['322.66666666666663', '97.33333333333333', '1']","['231.33333333333331', '212.0', '1']","['285.3333333333333', '215.33333333333331', '1']","['163.33333333333331', '232.66666666666666', '1']","['369.3333333333333', '229.33333333333331', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",bench_press
,,,,,,,,,,,,,
"['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['182.0', '134.66666666666666', '1']","['312.66666666666663', '134.66666666666666', '1']","['180.66666666666666', '85.33333333333333', '1']","['316.0', '88.66666666666666', '1']","['208.66666666666666', '174.66666666666666', '1']","['270.66666666666663', '180.66666666666666', '1']","['132.0', '216.0', '1']","['314.0', '226.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",bench_press
,,,,,,,,,,,,,
"['245.25', '226.5', '1']","['0.75', '0.75', '0']","['224.25', '251.25', '1']","['105.75', '170.25', '1']","['222.0', '155.25', '1']","['88.5', '98.25', '1']","['246.75', '70.5', '1']","['0.75', '0.75', '0']","['114.75', '222.0', '1']","['0.75', '0.75', '0']","['9.75', '239.25', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",bench_press
,,,,,,,,,,,,,
"['250.0', '148.0', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['261.3333333333333', '176.66666666666666', '1']","['201.33333333333331', '127.33333333333333', '1']","['263.3333333333333', '128.0', '1']","['209.33333333333331', '88.66666666666666', '1']","['260.66666666666663', '89.33333333333333', '1']","['142.0', '161.33333333333331', '1']","['191.33333333333331', '188.0', '1']","['81.33333333333333', '189.33333333333331', '1']","['164.0', '206.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",bench_press
,,,,,,,,,,,,,
"['253.33333333333331', '109.33333333333333', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['246.0', '128.66666666666666', '1']","['165.33333333333331', '88.0', '1']","['270.66666666666663', '98.0', '1']","['158.0', '56.0', '1']","['282.66666666666663', '60.0', '1']","['134.0', '118.66666666666666', '1']","['178.66666666666666', '135.33333333333331', '1']","['62.666666666666664', '147.33333333333331', '1']","['138.66666666666666', '166.66666666666666', '1']","['49.33333333333333', '239.33333333333331', '1']","['0.6666666666666666', '0.6666666666666666', '0']",bench_press
,,,,,,,,,,,,,
"['204.66666666666666', '120.66666666666666', '1']","['198.0', '138.66666666666666', '1']","['229.33333333333331', '124.0', '1']","['184.66666666666666', '106.0', '1']","['262.0', '92.66666666666666', '1']","['174.0', '61.33333333333333', '1']","['270.66666666666663', '53.33333333333333', '1']","['240.0', '148.0', '1']","['282.0', '134.0', '1']","['285.3333333333333', '193.33333333333331', '1']","['362.66666666666663', '166.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['367.3333333333333', '237.33333333333331', '1']",bench_press
,,,,,,,,,,,,,
"['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['217.33333333333331', '128.0', '1']","['278.66666666666663', '131.33333333333331', '1']","['214.66666666666666', '106.66666666666666', '1']","['283.3333333333333', '107.33333333333333', '1']","['234.66666666666666', '156.0', '1']","['266.0', '155.33333333333331', '1']","['222.66666666666666', '164.66666666666666', '1']","['282.0', '165.33333333333331', '1']","['208.66666666666666', '228.0', '1']","['294.66666666666663', '224.0', '1']",bench_press
,,,,,,,,,,,,,
"['210.0', '230.25', '0']","['261.75', '261.75', '1']","['0.75', '0.75', '0']","['243.0', '216.75', '1']","['351.75', '153.0', '1']","['237.0', '125.25', '1']","['351.75', '91.5', '1']","['441.75', '275.25', '1']","['466.5', '232.5', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",bench_press
,,,,,,,,,,,,,
"['153.0', '259.5', '1']","['178.5', '264.0', '0']","['1.5', '1.5', '0']","['177.0', '219.0', '1']","['246.0', '201.0', '0']","['169.5', '166.5', '1']","['259.5', '160.5', '1']","['280.5', '268.5', '1']","['1.5', '1.5', '0']","['348.0', '313.5', '1']","['408.0', '288.0', '1']","['1.5', '1.5', '0']","['1.5', '1.5', '0']",bench_press
,,,,,,,,,,,,,
"['145.5', '181.5', '1']","['170.25', '202.5', '1']","['202.5', '169.5', '0']","['160.5', '141.75', '1']","['218.25', '129.0', '1']","['160.5', '69.75', '1']","['232.5', '72.0', '1']","['303.75', '220.5', '1']","['328.5', '198.0', '1']","['0.75', '0.75', '0']","['413.25', '225.75', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",bench_press
,,,,,,,,,,,,,
"['171.75', '171.75', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['156.75', '163.5', '1']","['220.5', '159.0', '1']","['149.25', '132.75', '1']","['227.25', '131.25', '1']","['205.5', '195.75', '1']","['233.25', '186.0', '1']","['199.5', '231.75', '1']","['287.25', '221.25', '1']","['189.0', '267.0', '1']","['253.5', '249.75', '1']",bench_press
,,,,,,,,,,,,,
"['259.3333333333333', '108.66666666666666', '1']","['216.66666666666666', '104.66666666666666', '0']","['268.66666666666663', '125.33333333333333', '1']","['206.0', '84.66666666666666', '1']","['278.66666666666663', '98.66666666666666', '1']","['200.0', '54.666666666666664', '1']","['288.0', '63.33333333333333', '1']","['182.0', '130.0', '1']","['222.0', '142.66666666666666', '1']","['120.0', '161.33333333333331', '1']","['222.0', '184.66666666666666', '1']","['126.0', '220.0', '1']","['222.0', '248.0', '1']",bench_press
,,,,,,,,,,,,,
"['246.0', '150.0', '1']","['0.75', '0.75', '0']","['249.0', '166.5', '0']","['191.25', '126.0', '1']","['258.0', '201.0', '0']","['186.75', '84.0', '1']","['260.25', '159.75', '0']","['171.75', '168.0', '1']","['211.5', '186.75', '1']","['96.75', '198.75', '1']","['180.75', '217.5', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",bench_press
,,,,,,,,,,,,,
"['280.5', '193.5', '1']","['253.5', '188.25', '1']","['288.75', '218.25', '1']","['231.0', '162.0', '1']","['296.25', '183.0', '1']","['230.25', '114.75', '1']","['309.75', '130.5', '1']","['187.5', '205.5', '1']","['212.25', '239.25', '1']","['81.75', '233.25', '1']","['129.75', '273.75', '1']","['95.25', '302.25', '1']","['0.75', '0.75', '0']",bench_press
,,,,,,,,,,,,,
"['168.0', '132.0', '1']","['158.25', '165.75', '1']","['0.75', '0.75', '0']","['147.0', '128.25', '1']","['236.25', '107.25', '1']","['134.25', '75.75', '1']","['250.5', '65.25', '1']","['231.75', '162.0', '1']","['265.5', '144.0', '1']","['279.0', '239.25', '1']","['352.5', '195.0', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",bench_press
,,,,,,,,,,,,,
"['220.5', '148.5', '0']","['222.0', '183.0', '1']","['1.5', '1.5', '0']","['193.5', '132.0', '1']","['303.0', '118.5', '1']","['168.0', '79.5', '1']","['313.5', '88.5', '1']","['298.5', '172.5', '1']","['342.0', '154.5', '1']","['298.5', '223.5', '1']","['405.0', '208.5', '1']","['282.0', '294.0', '1']","['369.0', '276.0', '1']",bench_press
,,,,,,,,,,,,,
"['120.0', '196.19047619047618', '0']","['117.14285714285714', '273.3333333333333', '1']","['0.9523809523809523', '0.9523809523809523', '0']","['75.23809523809524', '192.38095238095238', '1']","['240.95238095238093', '123.8095238095238', '1']","['60.0', '61.9047619047619', '1']","['262.85714285714283', '27.619047619047617', '1']","['266.66666666666663', '287.6190476190476', '1']","['347.6190476190476', '234.28571428571428', '1']","['0.9523809523809523', '0.9523809523809523', '0']","['0.9523809523809523', '0.9523809523809523', '0']","['0.9523809523809523', '0.9523809523809523', '0']","['0.9523809523809523', '0.9523809523809523', '0']",bench_press
,,,,,,,,,,,,,
"['0.6666666666666666', '0.6666666666666666', '0']","['239.33333333333331', '174.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['224.0', '136.0', '1']","['281.3333333333333', '127.33333333333333', '1']","['218.66666666666666', '96.0', '1']","['279.3333333333333', '98.0', '1']","['322.66666666666663', '168.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['380.0', '166.66666666666666', '1']","['410.0', '155.33333333333331', '1']","['372.0', '253.33333333333331', '1']","['398.66666666666663', '228.66666666666666', '1']",bench_press
,,,,,,,,,,,,,
