head,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,action 
"['277.3333333333333', '114.0', '1']","['246.66666666666666', '138.0', '1']","['292.0', '133.33333333333331', '1']","['230.0', '172.66666666666666', '1']","['300.66666666666663', '166.0', '1']","['228.0', '202.66666666666666', '1']","['304.0', '188.0', '1']","['220.66666666666666', '171.33333333333331', '1']","['266.66666666666663', '174.66666666666666', '0']","['244.0', '182.66666666666666', '1']","['293.3333333333333', '176.0', '1']","['235.33333333333331', '216.0', '1']","['278.66666666666663', '207.33333333333331', '1']",1
"['290.25', '99.75', '1']","['263.25', '129.0', '1']","['296.25', '132.0', '1']","['253.5', '162.75', '1']","['296.25', '162.0', '1']","['245.25', '191.25', '1']","['293.25', '186.0', '1']","['239.25', '147.75', '1']","['268.5', '129.0', '0']","['265.5', '169.5', '1']","['290.25', '169.5', '1']","['245.25', '207.75', '1']","['274.5', '199.5', '1']",1
"['211.5', '190.5', '1']","['207.75', '213.0', '0']","['231.75', '210.0', '1']","['210.0', '247.5', '1']","['237.0', '240.0', '1']","['210.0', '267.75', '1']","['240.75', '266.25', '1']","['228.0', '280.5', '0']","['233.25', '261.0', '0']","['223.5', '286.5', '1']","['243.0', '287.25', '1']","['231.0', '324.75', '1']","['247.5', '326.25', '1']",1
"['176.0', '146.66666666666666', '1']","['164.66666666666666', '169.33333333333331', '1']","['193.33333333333331', '166.66666666666666', '1']","['164.0', '197.33333333333331', '1']","['202.0', '201.33333333333331', '1']","['158.66666666666666', '224.66666666666666', '1']","['208.66666666666666', '230.66666666666666', '1']","['186.66666666666666', '197.33333333333331', '0']","['219.33333333333331', '195.33333333333331', '1']","['165.33333333333331', '212.0', '1']","['192.0', '210.66666666666666', '1']","['182.66666666666666', '244.0', '1']","['205.33333333333331', '243.33333333333331', '1']",1
"['268.5', '161.25', '1']","['243.75', '179.25', '1']","['274.5', '179.25', '1']","['230.25', '221.25', '1']","['277.5', '210.75', '1']","['228.0', '254.25', '1']","['280.5', '239.25', '1']","['219.0', '201.75', '1']","['255.75', '202.5', '0']","['245.25', '230.25', '1']","['272.25', '227.25', '1']","['230.25', '269.25', '1']","['259.5', '260.25', '1']",1
"['253.33333333333331', '137.33333333333331', '1']","['229.33333333333331', '159.33333333333331', '1']","['263.3333333333333', '152.66666666666666', '1']","['213.33333333333331', '188.66666666666666', '1']","['267.3333333333333', '180.66666666666666', '1']","['210.0', '218.0', '1']","['272.0', '209.33333333333331', '1']","['207.33333333333331', '176.66666666666666', '1']","['253.33333333333331', '136.0', '0']","['225.33333333333331', '199.33333333333331', '1']","['261.3333333333333', '194.0', '1']","['216.66666666666666', '234.66666666666666', '1']","['245.33333333333331', '228.66666666666666', '1']",1
"['191.33333333333331', '123.33333333333333', '1']","['178.0', '77.33333333333333', '1']","['212.66666666666666', '74.66666666666666', '1']","['171.33333333333331', '176.66666666666666', '1']","['226.66666666666666', '180.0', '1']","['168.66666666666666', '200.66666666666666', '1']","['231.33333333333331', '205.33333333333331', '1']","['185.33333333333331', '169.33333333333331', '1']","['218.66666666666666', '158.66666666666666', '1']","['180.66666666666666', '189.33333333333331', '1']","['217.33333333333331', '186.66666666666666', '1']","['187.33333333333331', '219.33333333333331', '1']","['222.0', '220.66666666666666', '1']",1
"['210.0', '133.5', '1']","['181.5', '153.75', '1']","['209.25', '160.5', '1']","['167.25', '198.0', '1']","['208.5', '185.25', '1']","['165.75', '229.5', '1']","['209.25', '221.25', '1']","['148.5', '177.75', '1']","['251.25', '157.5', '0']","['192.0', '201.0', '1']","['206.25', '204.75', '1']","['165.75', '250.5', '1']","['192.75', '242.25', '1']",1
"['186.66666666666666', '142.0', '1']","['177.33333333333331', '148.66666666666666', '1']","['211.33333333333331', '143.33333333333331', '1']","['179.33333333333331', '173.33333333333331', '1']","['221.33333333333331', '174.0', '1']","['204.0', '200.0', '1']","['202.0', '198.66666666666666', '1']","['185.33333333333331', '135.33333333333331', '1']","['232.0', '139.33333333333331', '1']","['200.66666666666666', '175.33333333333331', '1']","['222.0', '188.0', '1']","['198.66666666666666', '210.66666666666666', '1']","['220.66666666666666', '212.66666666666666', '1']",1
"['260.0', '124.0', '1']","['236.0', '148.0', '1']","['284.0', '152.66666666666666', '1']","['230.0', '183.33333333333331', '1']","['290.66666666666663', '180.0', '1']","['229.33333333333331', '217.33333333333331', '1']","['297.3333333333333', '211.33333333333331', '1']","['241.33333333333331', '182.66666666666666', '0']","['276.0', '184.66666666666666', '0']","['243.33333333333331', '204.66666666666666', '1']","['282.66666666666663', '204.66666666666666', '1']","['245.33333333333331', '238.0', '1']","['269.3333333333333', '236.66666666666666', '1']",1
"['182.66666666666666', '144.66666666666666', '1']","['184.0', '163.33333333333331', '1']","['202.66666666666666', '163.33333333333331', '1']","['183.33333333333331', '198.66666666666666', '0']","['214.66666666666666', '200.0', '1']","['185.33333333333331', '220.66666666666666', '1']","['220.0', '233.33333333333331', '1']","['193.33333333333331', '155.33333333333331', '0']","['235.33333333333331', '194.0', '1']","['188.66666666666666', '206.66666666666666', '1']","['208.66666666666666', '211.33333333333331', '1']","['200.0', '238.0', '1']","['224.66666666666666', '250.66666666666666', '1']",1
"['265.3333333333333', '95.33333333333333', '1']","['242.66666666666666', '121.33333333333333', '1']","['268.0', '122.0', '1']","['230.0', '152.0', '1']","['260.66666666666663', '151.33333333333331', '1']","['226.66666666666666', '178.0', '1']","['256.0', '172.66666666666666', '1']","['212.66666666666666', '136.0', '1']","['252.0', '146.0', '0']","['240.0', '162.66666666666666', '1']","['251.33333333333331', '155.33333333333331', '1']","['228.0', '194.66666666666666', '0']","['236.66666666666666', '190.66666666666666', '1']",1
"['204.66666666666666', '132.0', '1']","['198.0', '150.66666666666666', '1']","['230.0', '150.66666666666666', '1']","['199.33333333333331', '174.0', '1']","['250.0', '176.0', '1']","['199.33333333333331', '197.33333333333331', '1']","['255.33333333333331', '205.33333333333331', '1']","['226.0', '174.66666666666666', '0']","['255.33333333333331', '158.0', '1']","['208.0', '179.33333333333331', '1']","['242.0', '182.0', '1']","['219.33333333333331', '214.66666666666666', '1']","['250.66666666666666', '220.66666666666666', '1']",1
"['261.0', '148.5', '1']","['244.5', '176.25', '1']","['288.0', '176.25', '1']","['236.25', '206.25', '1']","['303.75', '214.5', '1']","['230.25', '243.75', '1']","['308.25', '252.0', '1']","['259.5', '207.0', '0']","['307.5', '200.25', '1']","['240.0', '221.25', '1']","['295.5', '225.75', '1']","['257.25', '264.75', '1']","['303.0', '274.5', '1']",1
"['127', '202', '1']","['115', '265', '1']","['153', '254', '1']","['108', '307', '1']","['149', '311', '1']","['101', '361', '1']","['141', '357', '1']","['114', '245', '0']","['195', '324', '1']","['105', '333', '1']","['130', '331', '1']","['134', '387', '1']","['149', '396', '1']",1
"['230.25', '168.75', '1']","['209.25', '201.0', '1']","['255.75', '200.25', '1']","['201.75', '241.5', '1']","['269.25', '240.75', '1']","['195.75', '283.5', '1']","['282.0', '279.75', '1']","['217.5', '240.75', '1']","['255.75', '241.5', '1']","['207.75', '267.0', '1']","['264.75', '267.0', '1']","['216.75', '303.0', '1']","['267.0', '303.0', '1']",1
"['233.25', '180.0', '1']","['0.75', '0.75', '0']","['234.75', '210.75', '1']","['263.25', '126.75', '0']","['242.25', '255.0', '1']","['0.75', '0.75', '0']","['243.75', '283.5', '1']","['0.75', '0.75', '0']","['288.75', '245.25', '1']","['244.5', '254.25', '0']","['234.75', '273.75', '1']","['273.75', '288.0', '0']","['274.5', '320.25', '0']",1
"['293.3333333333333', '129.33333333333331', '1']","['268.0', '148.0', '1']","['296.66666666666663', '150.66666666666666', '0']","['255.33333333333331', '183.33333333333331', '1']","['309.3333333333333', '177.33333333333331', '1']","['252.0', '209.33333333333331', '1']","['311.3333333333333', '198.0', '1']","['247.33333333333331', '170.66666666666666', '1']","['287.3333333333333', '172.66666666666666', '0']","['263.3333333333333', '188.0', '1']","['301.3333333333333', '183.33333333333331', '1']","['255.33333333333331', '222.0', '1']","['287.3333333333333', '218.0', '1']",1
"['232.5', '121.5', '1']","['213.0', '138.0', '1']","['259.5', '139.5', '1']","['207.75', '171.75', '1']","['270.0', '173.25', '1']","['202.5', '209.25', '1']","['276.75', '210.0', '1']","['225.0', '166.5', '1']","['254.25', '168.0', '1']","['215.25', '185.25', '1']","['261.0', '185.25', '1']","['224.25', '221.25', '1']","['261.75', '225.0', '1']",1
"['306.0', '208.5', '1']","['285.0', '225.0', '0']","['322.5', '232.5', '1']","['277.5', '256.5', '0']","['319.5', '268.5', '1']","['279.0', '271.5', '0']","['307.5', '217.5', '0']","['307.5', '231.0', '0']","['339.0', '282.0', '0']","['268.5', '270.0', '1']","['289.5', '282.0', '1']","['295.5', '322.5', '1']","['325.5', '334.5', '0']",1
"['246.0', '175.5', '1']","['226.5', '202.5', '1']","['262.5', '201.0', '1']","['211.5', '235.5', '1']","['280.5', '237.0', '1']","['205.5', '264.0', '1']","['286.5', '267.0', '1']","['231.0', '235.5', '0']","['259.5', '238.5', '0']","['216.0', '249.0', '1']","['268.5', '249.0', '1']","['222.0', '289.5', '1']","['273.0', '285.0', '1']",1
"['251.33333333333331', '102.0', '1']","['227.33333333333331', '128.0', '1']","['263.3333333333333', '127.33333333333333', '1']","['216.66666666666666', '161.33333333333331', '1']","['267.3333333333333', '156.66666666666666', '1']","['217.33333333333331', '188.0', '1']","['268.0', '179.33333333333331', '1']","['205.33333333333331', '152.0', '1']","['253.33333333333331', '144.0', '0']","['231.33333333333331', '168.0', '1']","['263.3333333333333', '164.0', '1']","['220.66666666666666', '201.33333333333331', '1']","['243.33333333333331', '196.0', '1']",1
"['198.48648648648648', '143.68550368550368', '1']","['188.46191646191645', '153.71007371007371', '1']","['229.8968058968059', '156.38329238329237', '1']","['183.1154791154791', '183.1154791154791', '1']","['243.93120393120392', '185.7886977886978', '1']","['177.1007371007371', '212.52088452088452', '1']","['255.29238329238328', '221.87714987714986', '1']","['206.5061425061425', '188.46191646191645', '1']","['243.26289926289925', '181.77886977886976', '0']","['187.79361179361177', '201.15970515970514', '1']","['238.58476658476658', '209.17936117936117', '1']","['206.5061425061425', '235.24324324324323', '1']","['243.93120393120392', '239.25307125307125', '1']",1
"['210.0', '154.5', '1']","['204.0', '177.0', '1']","['229.5', '178.5', '1']","['201.0', '208.5', '1']","['234.0', '214.5', '1']","['199.5', '234.0', '1']","['240.0', '247.5', '1']","['213.0', '211.5', '1']","['241.5', '210.0', '1']","['198.0', '222.0', '1']","['223.5', '228.0', '1']","['214.5', '258.0', '1']","['235.5', '259.5', '1']",1
"['237.33333333333331', '116.66666666666666', '1']","['220.66666666666666', '152.0', '1']","['253.33333333333331', '155.33333333333331', '1']","['221.33333333333331', '180.66666666666666', '1']","['263.3333333333333', '182.0', '1']","['218.66666666666666', '203.33333333333331', '1']","['273.3333333333333', '214.0', '1']","['236.0', '176.0', '1']","['279.3333333333333', '176.66666666666666', '1']","['226.66666666666666', '197.33333333333331', '1']","['256.66666666666663', '199.33333333333331', '1']","['238.66666666666666', '221.33333333333331', '1']","['268.0', '228.0', '1']",1
"['223.33333333333331', '118.66666666666666', '1']","['260.0', '66.66666666666666', '0']","['231.33333333333331', '133.33333333333331', '1']","['218.0', '112.66666666666666', '0']","['242.0', '171.33333333333331', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['252.0', '136.0', '0']","['276.0', '156.66666666666666', '1']","['260.0', '170.66666666666666', '0']","['233.33333333333331', '178.0', '1']","['264.0', '221.33333333333331', '0']","['258.0', '220.0', '0']",1
"['201.15970515970514', '137.002457002457', '1']","['192.47174447174447', '159.05651105651106', '1']","['215.19410319410318', '162.39803439803438', '1']","['187.79361179361177', '180.44226044226045', '1']","['221.2088452088452', '187.79361179361177', '1']","['177.76904176904176', '201.8280098280098', '1']","['225.21867321867322', '209.17936117936117', '1']","['202.49631449631448', '163.73464373464373', '0']","['232.57002457002457', '184.45208845208845', '1']","['189.7985257985258', '193.80835380835381', '1']","['210.5159705159705', '195.8132678132678', '1']","['201.15970515970514', '223.88206388206387', '1']","['220.54054054054052', '227.2235872235872', '1']",1
"['264.0', '115.33333333333333', '1']","['270.0', '136.66666666666666', '1']","['202.66666666666666', '62.0', '0']","['281.3333333333333', '166.66666666666666', '1']","['226.0', '52.0', '0']","['278.66666666666663', '201.33333333333331', '1']","['228.0', '27.333333333333332', '0']","['234.66666666666666', '186.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['266.0', '173.33333333333331', '0']","['229.33333333333331', '166.0', '0']","['252.0', '223.33333333333331', '1']","['230.66666666666666', '214.66666666666666', '1']",1
"['335.3333333333333', '44.666666666666664', '1']","['362.0', '59.33333333333333', '0']","['325.3333333333333', '55.33333333333333', '1']","['379.3333333333333', '86.0', '0']","['327.3333333333333', '90.0', '1']","['384.0', '105.33333333333333', '0']","['329.3333333333333', '114.66666666666666', '0']","['372.0', '100.66666666666666', '1']","['349.3333333333333', '100.66666666666666', '1']","['366.66666666666663', '142.66666666666666', '1']","['328.0', '143.33333333333331', '1']","['376.66666666666663', '185.33333333333331', '1']","['319.3333333333333', '185.33333333333331', '1']",5
"['210.66666666666666', '65.33333333333333', '1']","['189.33333333333331', '81.33333333333333', '1']","['216.66666666666666', '84.66666666666666', '0']","['198.0', '109.33333333333333', '1']","['212.66666666666666', '96.0', '1']","['213.33333333333331', '130.66666666666666', '1']","['216.66666666666666', '119.33333333333333', '1']","['174.66666666666666', '111.33333333333333', '1']","['198.66666666666666', '121.33333333333333', '1']","['170.0', '153.33333333333331', '1']","['201.33333333333331', '150.0', '1']","['166.66666666666666', '186.66666666666666', '1']","['208.66666666666666', '182.66666666666666', '1']",5
"['238.66666666666666', '62.0', '1']","['218.66666666666666', '74.0', '1']","['254.0', '69.33333333333333', '1']","['226.66666666666666', '109.33333333333333', '1']","['253.33333333333331', '104.0', '1']","['236.0', '126.66666666666666', '1']","['245.33333333333331', '128.66666666666666', '1']","['218.66666666666666', '118.0', '1']","['254.66666666666666', '117.33333333333333', '1']","['219.33333333333331', '148.66666666666666', '1']","['258.66666666666663', '146.66666666666666', '1']","['209.33333333333331', '189.33333333333331', '1']","['264.66666666666663', '190.66666666666666', '1']",5
"['196.0', '50.0', '1']","['192.0', '82.66666666666666', '1']","['230.66666666666666', '68.66666666666666', '1']","['202.0', '118.0', '1']","['220.66666666666666', '109.33333333333333', '1']","['207.33333333333331', '155.33333333333331', '1']","['216.0', '142.0', '1']","['210.0', '152.66666666666666', '0']","['246.0', '148.0', '1']","['204.66666666666666', '192.66666666666666', '1']","['249.33333333333331', '194.66666666666666', '1']","['199.33333333333331', '240.66666666666666', '1']","['262.66666666666663', '244.0', '1']",5
"['234.0', '135.0', '1']","['229.5', '147.75', '1']","['217.5', '136.5', '0']","['231.75', '171.75', '1']","['222.0', '162.0', '0']","['235.5', '189.0', '1']","['237.0', '174.75', '0']","['207.75', '177.0', '1']","['207.0', '172.5', '0']","['212.25', '207.75', '1']","['209.25', '204.75', '0']","['206.25', '242.25', '1']","['215.25', '231.75', '0']",5
"['167.33333333333331', '46.666666666666664', '1']","['152.66666666666666', '71.33333333333333', '1']","['171.33333333333331', '73.33333333333333', '0']","['157.33333333333331', '100.66666666666666', '1']","['166.66666666666666', '102.66666666666666', '0']","['168.66666666666666', '126.0', '1']","['166.66666666666666', '125.33333333333333', '0']","['137.33333333333331', '124.66666666666666', '1']","['158.66666666666666', '121.33333333333333', '0']","['152.0', '159.33333333333331', '1']","['164.66666666666666', '151.33333333333331', '0']","['141.33333333333331', '192.0', '1']","['156.0', '188.0', '0']",5
"['208.0', '46.0', '1']","['186.0', '65.33333333333333', '1']","['222.0', '65.33333333333333', '1']","['186.0', '93.33333333333333', '1']","['215.33333333333331', '90.66666666666666', '1']","['195.33333333333331', '122.66666666666666', '1']","['202.66666666666666', '118.66666666666666', '1']","['185.33333333333331', '119.33333333333333', '0']","['214.66666666666666', '118.66666666666666', '1']","['186.66666666666666', '153.33333333333331', '1']","['214.66666666666666', '156.0', '1']","['180.0', '186.0', '1']","['212.66666666666666', '185.33333333333331', '1']",5
"['232.66666666666666', '46.0', '1']","['214.0', '66.66666666666666', '1']","['248.66666666666666', '60.666666666666664', '1']","['222.0', '97.33333333333333', '1']","['240.0', '91.33333333333333', '1']","['226.66666666666666', '128.0', '1']","['234.66666666666666', '120.0', '1']","['214.0', '118.0', '1']","['245.33333333333331', '118.0', '1']","['214.0', '156.0', '1']","['247.33333333333331', '152.0', '1']","['209.33333333333331', '184.66666666666666', '1']","['253.33333333333331', '181.33333333333331', '1']",5
"['194.25', '49.5', '1']","['182.25', '93.0', '1']","['191.25', '96.0', '0']","['192.75', '135.75', '1']","['195.75', '132.0', '0']","['206.25', '171.75', '1']","['198.75', '147.75', '0']","['131.25', '161.25', '1']","['162.0', '204.0', '0']","['154.5', '220.5', '1']","['166.5', '230.25', '0']","['143.25', '286.5', '1']","['128.25', '312.0', '0']",5
"['217.5', '63.75', '1']","['207.0', '99.75', '1']","['264.0', '84.75', '1']","['222.0', '153.0', '1']","['265.5', '143.25', '1']","['238.5', '183.0', '1']","['258.75', '177.75', '1']","['221.25', '179.25', '1']","['279.0', '175.5', '1']","['220.5', '234.0', '1']","['277.5', '228.75', '1']","['212.25', '306.0', '1']","['290.25', '312.0', '1']",5
"['207.0', '66.0', '1']","['183.75', '94.5', '1']","['237.0', '89.25', '1']","['184.5', '143.25', '1']","['232.5', '141.0', '1']","['197.25', '187.5', '1']","['217.5', '180.75', '1']","['189.75', '178.5', '1']","['245.25', '182.25', '1']","['182.25', '234.75', '1']","['246.0', '231.75', '1']","['170.25', '299.25', '1']","['261.75', '299.25', '1']",5
"['273.75', '91.5', '1']","['244.5', '114.75', '1']","['293.25', '103.5', '1']","['252.0', '159.75', '1']","['288.75', '150.75', '1']","['264.0', '198.0', '1']","['267.0', '194.25', '1']","['244.5', '186.0', '1']","['294.0', '186.0', '1']","['245.25', '229.5', '1']","['288.75', '231.75', '1']","['242.25', '276.75', '1']","['287.25', '277.5', '1']",5
"['221.33333333333331', '53.33333333333333', '1']","['192.0', '68.66666666666666', '1']","['200.66666666666666', '74.0', '0']","['187.33333333333331', '121.33333333333333', '1']","['190.0', '121.33333333333333', '0']","['184.0', '155.33333333333331', '1']","['189.33333333333331', '161.33333333333331', '0']","['141.33333333333331', '127.33333333333333', '1']","['136.66666666666666', '125.33333333333333', '0']","['150.0', '188.0', '1']","['166.0', '192.66666666666666', '0']","['145.33333333333331', '250.66666666666666', '1']","['162.66666666666666', '239.33333333333331', '1']",5
"['123.0', '101.25', '1']","['110.25', '132.75', '1']","['135.0', '130.5', '0']","['122.25', '171.0', '1']","['137.25', '166.5', '1']","['140.25', '189.0', '1']","['139.5', '187.5', '0']","['99.75', '184.5', '1']","['123.0', '187.5', '1']","['110.25', '230.25', '1']","['129.75', '219.0', '1']","['100.5', '266.25', '1']","['127.5', '247.5', '1']",5
"['168.0', '85.33333333333333', '1']","['155.33333333333331', '101.33333333333333', '1']","['142.66666666666666', '90.66666666666666', '0']","['160.0', '132.0', '1']","['160.66666666666666', '129.33333333333331', '0']","['167.33333333333331', '162.0', '1']","['171.33333333333331', '152.66666666666666', '0']","['136.66666666666666', '160.66666666666666', '1']","['124.66666666666666', '151.33333333333331', '0']","['145.33333333333331', '197.33333333333331', '1']","['145.33333333333331', '194.0', '0']","['136.66666666666666', '244.66666666666666', '1']","['121.33333333333333', '239.33333333333331', '1']",5
"['233.33333333333331', '130.66666666666666', '1']","['223.33333333333331', '145.33333333333331', '1']","['245.33333333333331', '144.0', '1']","['224.0', '171.33333333333331', '1']","['242.0', '168.0', '1']","['232.0', '190.0', '1']","['236.66666666666666', '186.0', '1']","['222.0', '185.33333333333331', '1']","['242.66666666666666', '184.66666666666666', '1']","['219.33333333333331', '212.0', '1']","['242.0', '208.0', '1']","['208.66666666666666', '240.0', '1']","['245.33333333333331', '238.0', '1']",5
"['146.66666666666666', '62.0', '1']","['132.0', '73.33333333333333', '1']","['128.0', '67.33333333333333', '0']","['136.0', '102.66666666666666', '1']","['136.66666666666666', '104.66666666666666', '0']","['146.0', '130.66666666666666', '1']","['145.33333333333331', '128.0', '0']","['106.0', '110.66666666666666', '1']","['102.0', '108.0', '0']","['114.0', '149.33333333333331', '1']","['110.66666666666666', '154.66666666666666', '0']","['106.0', '190.66666666666666', '1']","['110.66666666666666', '189.33333333333331', '0']",5
"['281.25', '51.75', '1']","['239.25', '83.25', '1']","['296.25', '78.0', '1']","['248.25', '133.5', '1']","['279.75', '126.75', '1']","['264.0', '177.75', '1']","['272.25', '171.0', '1']","['227.25', '149.25', '1']","['266.25', '151.5', '1']","['231.0', '214.5', '1']","['279.0', '212.25', '1']","['217.5', '273.75', '1']","['273.0', '273.0', '1']",5
"['241.26237623762378', '47.45049504950495', '1']","['233.91089108910893', '74.85148514851485', '1']","['218.53960396039605', '60.14851485148515', '0']","['232.5742574257426', '112.27722772277228', '1']","['223.21782178217822', '105.5940594059406', '0']","['232.5742574257426', '137.67326732673268', '1']","['224.55445544554456', '128.31683168316832', '1']","['195.14851485148515', '118.96039603960396', '1']","['169.75247524752476', '115.61881188118812', '0']","['211.1881188118812', '175.76732673267327', '1']","['189.8019801980198', '177.1039603960396', '1']","['203.83663366336634', '227.89603960396042', '1']","['184.45544554455446', '218.53960396039605', '1']",5
"['274.0', '72.0', '1']","['254.66666666666666', '83.33333333333333', '1']","['291.3333333333333', '94.66666666666666', '1']","['255.33333333333331', '119.33333333333333', '1']","['276.0', '125.33333333333333', '1']","['256.0', '145.33333333333331', '1']","['265.3333333333333', '151.33333333333331', '1']","['246.66666666666666', '130.66666666666666', '1']","['280.0', '138.66666666666666', '1']","['245.33333333333331', '176.0', '1']","['283.3333333333333', '172.0', '1']","['244.0', '213.33333333333331', '1']","['288.66666666666663', '209.33333333333331', '1']",5
"['270.0', '108.75', '1']","['236.25', '138.0', '1']","['281.25', '129.0', '1']","['241.5', '179.25', '1']","['270.75', '164.25', '1']","['257.25', '215.25', '1']","['264.75', '205.5', '1']","['224.25', '196.5', '1']","['258.0', '229.5', '0']","['229.5', '237.75', '1']","['266.25', '238.5', '1']","['214.5', '294.0', '1']","['264.0', '289.5', '1']",5
"['238.5', '53.25', '1']","['220.5', '72.75', '1']","['234.0', '81.0', '0']","['231.0', '121.5', '1']","['235.5', '116.25', '0']","['243.0', '149.25', '1']","['230.25', '138.75', '0']","['189.75', '135.0', '1']","['216.0', '146.25', '0']","['196.5', '188.25', '1']","['212.25', '180.75', '1']","['192.0', '241.5', '1']","['204.0', '225.0', '1']",5
"['145.33333333333331', '127.33333333333333', '1']","['134.66666666666666', '147.33333333333331', '1']","['151.33333333333331', '144.0', '0']","['144.0', '178.0', '1']","['153.33333333333331', '164.66666666666666', '0']","['156.0', '200.0', '1']","['142.0', '180.66666666666666', '0']","['102.66666666666666', '180.0', '1']","['135.33333333333331', '202.66666666666666', '0']","['116.66666666666666', '229.33333333333331', '1']","['130.0', '228.0', '1']","['106.66666666666666', '264.66666666666663', '1']","['127.33333333333333', '262.0', '0']",5
"['235.5', '72.0', '1']","['220.5', '90.75', '1']","['252.0', '86.25', '1']","['232.5', '121.5', '1']","['251.25', '117.75', '1']","['243.75', '147.0', '1']","['249.75', '140.25', '1']","['216.75', '134.25', '1']","['240.75', '126.0', '1']","['214.5', '168.0', '1']","['248.25', '167.25', '1']","['208.5', '204.0', '1']","['250.5', '204.0', '1']",5
"['288.0', '120.0', '1']","['327.0', '130.5', '0']","['310.5', '141.0', '1']","['246.0', '160.5', '0']","['303.0', '199.5', '1']","['321.0', '192.0', '0']","['300.0', '222.0', '1']","['264.0', '193.5', '0']","['337.5', '195.0', '1']","['289.5', '258.0', '0']","['325.5', '253.5', '1']","['312.0', '295.5', '0']","['328.5', '310.5', '1']",5
"['165.75', '102.0', '1']","['144.75', '118.5', '1']","['163.5', '123.0', '0']","['156.0', '155.25', '1']","['168.0', '150.0', '0']","['172.5', '181.5', '1']","['171.0', '180.75', '0']","['108.0', '172.5', '1']","['141.75', '179.25', '0']","['126.0', '223.5', '1']","['143.25', '210.0', '0']","['121.5', '261.75', '1']","['140.25', '247.5', '0']",5
"['220.5', '93.0', '1']","['209.25', '119.25', '1']","['248.25', '111.75', '1']","['214.5', '152.25', '1']","['246.0', '148.5', '1']","['228.0', '178.5', '1']","['237.75', '172.5', '1']","['222.75', '173.25', '1']","['250.5', '170.25', '1']","['222.75', '210.75', '1']","['247.5', '205.5', '1']","['217.5', '250.5', '1']","['248.25', '249.0', '1']",5
"['198.0', '76.66666666666666', '1']","['196.66666666666666', '100.0', '1']","['225.33333333333331', '86.66666666666666', '1']","['207.33333333333331', '124.0', '1']","['227.33333333333331', '118.0', '1']","['216.66666666666666', '146.0', '1']","['226.0', '140.66666666666666', '1']","['212.66666666666666', '136.0', '0']","['236.66666666666666', '132.0', '1']","['209.33333333333331', '160.0', '1']","['240.66666666666666', '158.0', '1']","['203.33333333333331', '195.33333333333331', '1']","['248.0', '195.33333333333331', '1']",5
"['237.0', '87.75', '1']","['224.25', '111.0', '1']","['251.25', '103.5', '1']","['232.5', '136.5', '1']","['249.0', '135.0', '1']","['240.0', '160.5', '1']","['243.0', '159.0', '1']","['223.5', '151.5', '1']","['249.0', '152.25', '0']","['221.25', '179.25', '1']","['249.75', '183.75', '1']","['219.0', '212.25', '1']","['254.25', '215.25', '1']",5
"['249.33333333333331', '84.0', '1']","['232.0', '94.66666666666666', '1']","['266.0', '99.33333333333333', '1']","['233.33333333333331', '127.33333333333333', '1']","['256.66666666666663', '130.0', '1']","['239.33333333333331', '150.66666666666666', '1']","['245.33333333333331', '156.66666666666666', '1']","['227.33333333333331', '146.66666666666666', '1']","['261.3333333333333', '143.33333333333331', '0']","['220.0', '178.0', '1']","['263.3333333333333', '176.66666666666666', '1']","['208.0', '217.33333333333331', '1']","['269.3333333333333', '221.33333333333331', '1']",5
"['248.66666666666666', '58.0', '1']","['226.0', '86.0', '1']","['252.66666666666666', '77.33333333333333', '1']","['230.0', '122.66666666666666', '1']","['248.66666666666666', '108.0', '1']","['248.0', '147.33333333333331', '1']","['250.66666666666666', '138.66666666666666', '0']","['202.0', '130.66666666666666', '1']","['232.0', '132.66666666666666', '1']","['218.0', '174.66666666666666', '1']","['246.0', '168.0', '1']","['200.66666666666666', '219.33333333333331', '1']","['239.33333333333331', '215.33333333333331', '1']",5
"['232.5', '61.5', '1']","['212.25', '72.75', '1']","['250.5', '69.75', '1']","['218.25', '105.0', '1']","['243.0', '99.0', '1']","['225.75', '129.0', '1']","['232.5', '126.75', '1']","['212.25', '115.5', '1']","['244.5', '115.5', '1']","['213.75', '150.0', '1']","['238.5', '145.5', '1']","['207.0', '186.0', '1']","['243.0', '183.75', '1']",5
"['228.515625', '84.9609375', '1']","['227.05078125', '120.1171875', '1']","['256.34765625', '111.328125', '1']","['234.375', '153.80859375', '1']","['250.48828125', '159.66796875', '1']","['237.3046875', '190.4296875', '0']","['244.62890625', '181.640625', '1']","['254.8828125', '168.45703125', '0']","['279.78515625', '156.73828125', '1']","['240.234375', '216.796875', '1']","['272.4609375', '222.65625', '1']","['240.234375', '265.13671875', '1']","['281.25', '282.71484375', '1']",5
