head,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,action
"['124.0', '6.0', '0']","['116.66666666666666', '23.333333333333332', '0']","['24.666666666666664', '6.0', '0']","['94.66666666666666', '46.666666666666664', '1']","['8.0', '52.666666666666664', '0']","['102.66666666666666', '8.0', '1']","['5.333333333333333', '84.66666666666666', '0']","['60.0', '124.66666666666666', '1']","['7.333333333333333', '109.33333333333333', '0']","['32.666666666666664', '216.0', '1']","['51.33333333333333', '182.0', '0']","['52.0', '246.66666666666666', '0']","['59.33333333333333', '253.33333333333331', '1']",12
"['397.3333333333333', '110.66666666666666', '1']","['403.3333333333333', '146.0', '1']","['362.66666666666663', '136.66666666666666', '1']","['405.3333333333333', '200.0', '1']","['342.66666666666663', '177.33333333333331', '0']","['408.66666666666663', '216.66666666666666', '1']","['363.3333333333333', '201.33333333333331', '0']","['390.0', '220.66666666666666', '1']","['336.66666666666663', '218.66666666666666', '1']","['381.3333333333333', '263.3333333333333', '0']","['348.0', '267.3333333333333', '0']","['365.3333333333333', '259.3333333333333', '0']","['321.3333333333333', '232.0', '0']",12
"['112', '174', '1']","['132', '205', '1']","['78', '195', '1']","['122', '271', '0']","['57', '247', '0']","['128', '291', '0']","['47', '248', '0']","['112', '275', '1']","['50', '270', '1']","['109', '349', '1']","['68', '362', '1']","['104', '428', '1']","['56', '475', '1']",12
"['405.0', '78.0', '1']","['416.25', '111.75', '1']","['378.75', '94.5', '1']","['407.25', '147.0', '0']","['344.25', '133.5', '0']","['410.25', '180.0', '0']","['332.25', '140.25', '0']","['407.25', '178.5', '1']","['367.5', '174.0', '1']","['402.0', '216.0', '1']","['371.25', '211.5', '1']","['402.0', '263.25', '1']","['375.0', '252.0', '1']",12
"['161.33333333333331', '64.66666666666666', '1']","['180.0', '133.33333333333331', '1']","['110.0', '91.33333333333333', '1']","['160.0', '171.33333333333331', '0']","['156.0', '92.0', '0']","['163.33333333333331', '194.0', '0']","['95.33333333333333', '136.0', '0']","['144.66666666666666', '190.66666666666666', '1']","['86.66666666666666', '186.0', '1']","['146.0', '261.3333333333333', '0']","['109.33333333333333', '246.66666666666666', '0']","['149.33333333333331', '260.0', '0']","['130.66666666666666', '264.66666666666663', '0']",12
"['331.3333333333333', '41.33333333333333', '1']","['349.3333333333333', '59.33333333333333', '1']","['320.66666666666663', '58.0', '1']","['356.0', '84.66666666666666', '0']","['317.3333333333333', '92.0', '1']","['366.0', '99.33333333333333', '0']","['317.3333333333333', '106.66666666666666', '0']","['351.3333333333333', '119.33333333333333', '1']","['326.66666666666663', '122.0', '1']","['346.66666666666663', '144.0', '1']","['326.66666666666663', '147.33333333333331', '1']","['344.66666666666663', '174.66666666666666', '1']","['329.3333333333333', '176.66666666666666', '1']",12
"['143.33333333333331', '38.666666666666664', '0']","['140.66666666666666', '53.33333333333333', '0']","['154.66666666666666', '53.33333333333333', '0']","['125.33333333333333', '77.33333333333333', '1']","['165.33333333333331', '68.0', '1']","['120.0', '57.33333333333333', '0']","['152.66666666666666', '63.33333333333333', '1']","['136.0', '91.33333333333333', '1']","['152.66666666666666', '93.33333333333333', '1']","['140.0', '128.0', '1']","['150.66666666666666', '128.66666666666666', '0']","['142.66666666666666', '160.0', '1']","['160.0', '154.66666666666666', '0']",12
"['132.0', '73.33333333333333', '1']","['148.66666666666666', '122.0', '1']","['100.66666666666666', '93.33333333333333', '1']","['141.33333333333331', '170.0', '1']","['176.66666666666666', '122.0', '0']","['162.0', '166.0', '1']","['160.0', '124.66666666666666', '0']","['122.66666666666666', '188.0', '1']","['71.33333333333333', '181.33333333333331', '1']","['132.0', '244.66666666666666', '1']","['96.0', '260.66666666666663', '0']","['152.0', '263.3333333333333', '0']","['146.66666666666666', '254.0', '0']",12
"['10.0', '7.333333333333333', '0']","['97.33333333333333', '154.66666666666666', '0']","['144.0', '100.66666666666666', '0']","['94.0', '131.33333333333331', '0']","['92.66666666666666', '85.33333333333333', '0']","['128.0', '116.66666666666666', '0']","['83.33333333333333', '132.66666666666666', '0']","['35.33333333333333', '157.33333333333331', '0']","['58.0', '145.33333333333331', '0']","['30.0', '157.33333333333331', '0']","['35.33333333333333', '182.66666666666666', '0']","['97.33333333333333', '182.66666666666666', '0']","['27.333333333333332', '212.66666666666666', '0']",12
"['269.25', '147.75', '1']","['245.25', '173.25', '1']","['271.5', '175.5', '1']","['237.0', '218.25', '1']","['267.0', '204.0', '0']","['231.75', '261.75', '1']","['267.0', '237.75', '0']","['198.0', '203.25', '1']","['249.0', '186.0', '0']","['245.25', '237.75', '0']","['255.75', '222.0', '0']","['225.0', '273.75', '0']","['241.5', '264.75', '0']",1
"['294.36315789473684', '134.32105263157894', '1']","['259.1157894736842', '152.42105263157893', '1']","['0.9526315789473684', '0.9526315789473684', '0']","['245.77894736842103', '201.9578947368421', '1']","['299.12631578947367', '172.42631578947368', '0']","['239.11052631578946', '251.49473684210525', '1']","['289.59999999999997', '198.14736842105262', '1']","['222.9157894736842', '209.57894736842104', '1']","['0.9526315789473684', '0.9526315789473684', '0']","['261.9736842105263', '243.8736842105263', '0']","['293.41052631578947', '238.1578947368421', '1']","['241.0157894736842', '298.1736842105263', '0']","['270.5473684210526', '290.55263157894734', '1']",1
"['246.75', '106.5', '1']","['215.25', '144.0', '1']","['258.0', '143.25', '1']","['200.25', '185.25', '1']","['268.5', '183.75', '1']","['192.0', '219.0', '1']","['278.25', '214.5', '1']","['197.25', '171.0', '0']","['236.25', '177.0', '0']","['208.5', '193.5', '1']","['264.0', '198.0', '1']","['204.0', '243.75', '1']","['254.25', '240.75', '1']",1
"['288.0', '128.0', '1']","['280.0', '137.33333333333331', '1']","['300.0', '137.33333333333331', '1']","['278.0', '152.66666666666666', '1']","['306.0', '153.33333333333331', '1']","['278.0', '166.66666666666666', '1']","['312.66666666666663', '170.0', '1']","['292.0', '144.0', '0']","['314.66666666666663', '150.0', '1']","['282.66666666666663', '162.0', '1']","['302.66666666666663', '163.33333333333331', '1']","['290.0', '180.66666666666666', '1']","['308.66666666666663', '186.0', '1']",1
"['222.75', '174.75', '1']","['216.0', '199.5', '1']","['252.75', '199.5', '1']","['198.0', '219.75', '1']","['282.75', '227.25', '1']","['201.0', '246.0', '1']","['269.25', '261.75', '1']","['236.25', '244.5', '1']","['283.5', '247.5', '1']","['208.5', '223.875', '1']","['253.5', '226.5', '1']","['226.5', '274.5', '1']","['265.5', '282.0', '1']",1
"['403.5', '191.25', '1']","['386.25', '195.75', '1']","['419.25', '201.75', '1']","['361.5', '211.5', '1']","['435.75', '214.5', '1']","['369.0', '235.5', '1']","['429.0', '237.0', '1']","['375.75', '218.25', '1']","['412.5', '215.25', '0']","['378.0', '228.75', '1']","['419.25', '224.25', '1']","['379.5', '253.5', '1']","['412.5', '255.0', '1']",1
"['226.0', '140.0', '1']","['218.0', '157.33333333333331', '1']","['245.33333333333331', '156.66666666666666', '1']","['209.33333333333331', '186.66666666666666', '1']","['254.66666666666666', '184.0', '1']","['206.66666666666666', '208.66666666666666', '1']","['260.66666666666663', '214.66666666666666', '1']","['225.33333333333331', '158.0', '0']","['235.33333333333331', '152.0', '0']","['212.0', '194.0', '1']","['242.0', '194.66666666666666', '1']","['225.33333333333331', '225.33333333333331', '1']","['253.33333333333331', '227.33333333333331', '1']",1
"['274.66666666666663', '121.33333333333333', '1']","['256.66666666666663', '144.0', '1']","['295.3333333333333', '143.33333333333331', '1']","['242.0', '176.66666666666666', '1']","['308.0', '176.66666666666666', '1']","['238.0', '209.33333333333331', '1']","['315.3333333333333', '210.66666666666666', '1']","['266.66666666666663', '150.66666666666666', '0']","['292.0', '149.33333333333331', '0']","['250.0', '189.33333333333331', '1']","['298.66666666666663', '189.33333333333331', '1']","['254.66666666666666', '220.66666666666666', '1']","['301.3333333333333', '221.33333333333331', '1']",1
"['240.0', '189.0', '1']","['214.5', '217.5', '1']","['259.5', '216.0', '1']","['204.0', '250.5', '1']","['270.0', '241.5', '1']","['198.0', '270.0', '1']","['274.5', '280.5', '1']","['228.0', '220.5', '0']","['252.0', '226.5', '0']","['216.0', '259.5', '1']","['262.5', '262.5', '1']","['216.0', '292.5', '1']","['258.0', '292.5', '1']",1
"['258.0', '151.33333333333331', '1']","['266.0', '172.0', '1']","['222.0', '161.33333333333331', '0']","['272.0', '216.66666666666666', '1']","['198.0', '179.33333333333331', '0']","['278.0', '256.0', '1']","['202.66666666666666', '248.0', '1']","['220.0', '203.33333333333331', '1']","['189.33333333333331', '202.66666666666666', '1']","['260.0', '233.33333333333331', '1']","['218.66666666666666', '237.33333333333331', '0']","['252.0', '266.0', '0']","['209.33333333333331', '266.66666666666663', '0']",1
"['225.33333333333331', '118.0', '1']","['201.33333333333331', '134.66666666666666', '1']","['249.33333333333331', '130.0', '1']","['200.66666666666666', '153.33333333333331', '1']","['259.3333333333333', '154.0', '1']","['196.0', '178.0', '1']","['264.66666666666663', '176.66666666666666', '1']","['214.66666666666666', '106.66666666666666', '0']","['242.0', '104.66666666666666', '0']","['209.33333333333331', '160.0', '1']","['253.33333333333331', '161.33333333333331', '1']","['210.66666666666666', '193.33333333333331', '1']","['251.33333333333331', '193.33333333333331', '1']",1
"['191.25', '66.75', '1']","['183.0', '96.75', '1']","['195.75', '90.0', '0']","['197.25', '126.0', '1']","['202.5', '114.75', '0']","['207.75', '152.25', '1']","['216.0', '132.75', '0']","['160.5', '157.5', '1']","['184.5', '160.5', '0']","['165.75', '198.75', '1']","['182.25', '194.25', '0']","['163.5', '249.0', '1']","['176.25', '231.75', '1']",5
"['253.5', '157.5', '1']","['241.5', '174.0', '1']","['268.5', '165.0', '1']","['244.5', '198.0', '1']","['267.0', '195.0', '1']","['252.0', '216.0', '0']","['258.0', '211.5', '1']","['241.5', '205.5', '1']","['268.5', '208.5', '0']","['237.0', '235.5', '1']","['268.5', '238.5', '1']","['232.5', '268.5', '1']","['267.0', '268.5', '1']",5
"['197.33333333333331', '46.666666666666664', '1']","['173.33333333333331', '74.66666666666666', '1']","['166.66666666666666', '50.0', '0']","['196.0', '116.66666666666666', '1']","['200.66666666666666', '106.0', '1']","['209.33333333333331', '140.66666666666666', '1']","['205.33333333333331', '133.33333333333331', '0']","['152.0', '127.33333333333333', '1']","['179.33333333333331', '127.33333333333333', '0']","['166.0', '189.33333333333331', '1']","['176.66666666666666', '180.66666666666666', '0']","['161.33333333333331', '242.66666666666666', '1']","['172.66666666666666', '212.0', '1']",5
"['225.0', '61.5', '1']","['204.0', '95.25', '1']","['261.0', '85.5', '1']","['216.75', '137.25', '1']","['252.75', '125.25', '1']","['226.5', '176.25', '1']","['245.25', '174.0', '1']","['218.25', '155.25', '1']","['271.5', '139.5', '1']","['219.0', '225.0', '1']","['274.5', '215.25', '1']","['211.5', '280.5', '1']","['286.5', '282.75', '1']",5
"['204.66666666666666', '88.0', '1']","['192.66666666666666', '106.0', '1']","['219.33333333333331', '91.33333333333333', '1']","['206.0', '126.0', '1']","['224.0', '112.66666666666666', '1']","['220.66666666666666', '142.0', '1']","['227.33333333333331', '136.0', '1']","['198.0', '136.66666666666666', '1']","['216.0', '139.33333333333331', '0']","['196.0', '165.33333333333331', '1']","['226.0', '166.66666666666666', '1']","['196.0', '196.66666666666666', '1']","['233.33333333333331', '195.33333333333331', '1']",5
"['142.66666666666666', '54.666666666666664', '1']","['140.0', '68.0', '1']","['114.66666666666666', '51.33333333333333', '0']","['135.33333333333331', '95.33333333333333', '1']","['95.33333333333333', '42.666666666666664', '0']","['134.66666666666666', '111.33333333333333', '0']","['90.66666666666666', '28.666666666666664', '0']","['114.66666666666666', '105.33333333333333', '1']","['97.33333333333333', '108.0', '1']","['128.0', '136.0', '1']","['108.66666666666666', '132.0', '1']","['128.0', '164.0', '1']","['109.33333333333333', '162.0', '1']",5
"['238.0', '8.666666666666666', '1']","['214.0', '35.33333333333333', '1']","['210.66666666666666', '32.0', '0']","['213.33333333333331', '87.33333333333333', '1']","['225.33333333333331', '83.33333333333333', '0']","['222.66666666666666', '133.33333333333331', '1']","['215.33333333333331', '125.33333333333333', '0']","['156.0', '107.33333333333333', '1']","['166.66666666666666', '106.0', '0']","['170.66666666666666', '173.33333333333331', '1']","['192.66666666666666', '176.0', '1']","['163.33333333333331', '245.33333333333331', '1']","['187.33333333333331', '236.66666666666666', '1']",5
"['236.66666666666666', '78.66666666666666', '1']","['225.33333333333331', '100.66666666666666', '1']","['225.33333333333331', '102.0', '0']","['226.0', '128.66666666666666', '1']","['228.0', '122.66666666666666', '0']","['231.33333333333331', '152.66666666666666', '1']","['223.33333333333331', '147.33333333333331', '0']","['189.33333333333331', '138.66666666666666', '1']","['201.33333333333331', '148.66666666666666', '0']","['198.0', '176.0', '1']","['212.0', '178.66666666666666', '0']","['192.0', '230.66666666666666', '1']","['203.33333333333331', '215.33333333333331', '1']",5
"['320.66666666666663', '83.33333333333333', '1']","['318.66666666666663', '100.0', '1']","['336.66666666666663', '100.66666666666666', '1']","['321.3333333333333', '122.66666666666666', '1']","['326.66666666666663', '125.33333333333333', '1']","['316.0', '138.66666666666666', '1']","['318.0', '143.33333333333331', '1']","['331.3333333333333', '132.0', '0']","['345.3333333333333', '128.66666666666666', '1']","['331.3333333333333', '156.66666666666666', '1']","['342.66666666666663', '156.66666666666666', '1']","['331.3333333333333', '183.33333333333331', '1']","['346.0', '194.0', '1']",5
"['209.33333333333331', '17.333333333333332', '1']","['186.0', '38.0', '1']","['204.66666666666666', '40.666666666666664', '1']","['192.0', '87.33333333333333', '1']","['202.0', '76.66666666666666', '1']","['198.66666666666666', '120.66666666666666', '1']","['202.66666666666666', '111.33333333333333', '1']","['157.33333333333331', '84.66666666666666', '1']","['176.0', '98.0', '0']","['174.66666666666666', '157.33333333333331', '1']","['182.0', '154.66666666666666', '0']","['157.33333333333331', '214.66666666666666', '1']","['168.0', '211.33333333333331', '0']",5
"['248.0', '47.33333333333333', '1']","['232.0', '68.0', '1']","['248.66666666666666', '78.0', '0']","['230.66666666666666', '105.33333333333333', '1']","['240.0', '99.33333333333333', '0']","['237.33333333333331', '140.0', '1']","['216.0', '96.66666666666666', '0']","['198.66666666666666', '116.66666666666666', '1']","['214.66666666666666', '136.0', '0']","['211.33333333333331', '170.0', '1']","['226.0', '167.33333333333331', '0']","['208.66666666666666', '226.66666666666666', '1']","['196.0', '209.33333333333331', '0']",5
"['214.71774193548387', '133.125', '1']","['206.1290322580645', '147.43951612903226', '1']","['229.03225806451613', '141.71370967741936', '1']","['211.8548387096774', '166.04838709677418', '1']","['229.03225806451613', '167.4798387096774', '1']","['220.44354838709677', '183.2258064516129', '1']","['229.03225806451613', '183.2258064516129', '1']","['213.28629032258064', '180.36290322580643', '1']","['234.75806451612902', '180.36290322580643', '1']","['207.56048387096774', '206.1290322580645', '1']","['237.6209677419355', '204.69758064516128', '1']","['206.1290322580645', '229.03225806451613', '1']","['244.77822580645162', '226.16935483870967', '1']",5
"['213.0', '75.0', '1']","['193.5', '94.5', '1']","['229.5', '106.5', '0']","['195.0', '139.5', '1']","['207.0', '142.5', '0']","['195.0', '186.0', '1']","['199.5', '174.0', '0']","['160.5', '153.0', '1']","['165.0', '150.0', '0']","['175.5', '216.0', '1']","['177.0', '214.5', '0']","['166.5', '280.5', '1']","['1.5', '1.5', '0']",5
"['231.0', '100.5', '1']","['219.0', '136.5', '1']","['237.0', '130.5', '0']","['223.5', '160.5', '1']","['225.0', '162.0', '0']","['226.5', '180.0', '1']","['226.5', '174.0', '0']","['193.5', '169.5', '1']","['217.5', '183.0', '0']","['207.0', '202.5', '1']","['210.0', '204.0', '0']","['196.5', '250.5', '1']","['196.5', '238.5', '0']",5
"['218.09016393442622', '77.14754098360656', '1']","['192.86885245901638', '112.75409836065573', '1']","['213.63934426229508', '111.27049180327869', '0']","['200.28688524590163', '161.71311475409837', '1']","['201.77049180327867', '161.71311475409837', '0']","['203.25409836065575', '195.8360655737705', '1']","['195.8360655737705', '198.80327868852459', '0']","['152.81147540983608', '164.68032786885246', '1']","['126.10655737704919', '161.71311475409837', '0']","['176.54918032786884', '250.7295081967213', '1']","['186.9344262295082', '247.7622950819672', '0']","['166.1639344262295', '323.42622950819674', '1']","['155.77868852459017', '304.1393442622951', '0']",5
"['256.93333333333334', '86.10000000000001', '1']","['232.33333333333334', '107.96666666666667', '1']","['248.73333333333335', '114.8', '0']","['239.16666666666669', '147.6', '1']","['251.46666666666667', '143.5', '0']","['250.1', '181.76666666666668', '1']","['261.03333333333336', '172.20000000000002', '0']","['192.70000000000002', '169.46666666666667', '1']","['195.43333333333334', '173.56666666666666', '0']","['202.26666666666668', '220.03333333333333', '1']","['235.06666666666666', '222.76666666666668', '0']","['195.43333333333334', '281.53333333333336', '1']","['192.70000000000002', '277.43333333333334', '0']",5
"['258.0', '68.66666666666666', '1']","['232.66666666666666', '95.33333333333333', '1']","['248.0', '96.0', '0']","['230.66666666666666', '131.33333333333331', '1']","['239.33333333333331', '117.33333333333333', '0']","['234.0', '160.0', '1']","['231.33333333333331', '156.66666666666666', '0']","['203.33333333333331', '139.33333333333331', '1']","['217.33333333333331', '146.66666666666666', '0']","['212.66666666666666', '181.33333333333331', '1']","['229.33333333333331', '180.0', '0']","['200.66666666666666', '230.0', '1']","['213.33333333333331', '230.66666666666666', '1']",5
"['204.66666666666666', '68.66666666666666', '1']","['184.66666666666666', '90.66666666666666', '1']","['170.0', '76.0', '0']","['190.0', '140.66666666666666', '1']","['199.33333333333331', '123.33333333333333', '1']","['208.0', '162.0', '1']","['207.33333333333331', '148.66666666666666', '1']","['152.0', '160.0', '1']","['174.66666666666666', '160.0', '0']","['160.0', '206.0', '1']","['176.66666666666666', '193.33333333333331', '1']","['157.33333333333331', '257.3333333333333', '1']","['174.0', '235.33333333333331', '1']",5
"['276.66666666666663', '62.666666666666664', '1']","['264.66666666666663', '83.33333333333333', '1']","['297.3333333333333', '74.66666666666666', '1']","['269.3333333333333', '118.0', '1']","['292.0', '110.66666666666666', '1']","['280.0', '142.0', '1']","['286.0', '136.0', '1']","['260.0', '118.66666666666666', '1']","['294.0', '120.66666666666666', '1']","['262.0', '161.33333333333331', '1']","['293.3333333333333', '155.33333333333331', '1']","['253.33333333333331', '199.33333333333331', '1']","['300.0', '196.0', '1']",5
"['248.35416666666666', '49.125', '1']","['223.79166666666666', '95.52083333333333', '1']","['267.4583333333333', '95.52083333333333', '1']","['200.59375', '135.09375', '1']","['285.19791666666663', '131.0', '1']","['174.66666666666666', '122.8125', '1']","['309.76041666666663', '120.08333333333333', '1']","['230.61458333333331', '199.22916666666666', '1']","['264.72916666666663', '180.125', '1']","['230.61458333333331', '267.4583333333333', '1']","['262.0', '266.09375', '1']","['233.34375', '330.22916666666663', '1']","['262.0', '320.6770833333333', '1']",13
"['0.75', '0.75', '0']","['218.25', '23.25', '1']","['166.5', '25.5', '1']","['246.75', '62.25', '1']","['152.25', '78.75', '1']","['283.5', '86.25', '1']","['156.0', '108.0', '0']","['202.5', '93.0', '1']","['164.25', '99.0', '1']","['198.0', '182.25', '1']","['172.5', '180.75', '1']","['171.75', '241.5', '1']","['159.0', '243.0', '1']",13
"['246.98958333333331', '32.75', '1']","['1.3645833333333333', '1.3645833333333333', '0']","['257.90625', '77.78125', '1']","['1.3645833333333333', '1.3645833333333333', '0']","['271.5520833333333', '128.27083333333331', '1']","['1.3645833333333333', '1.3645833333333333', '0']","['264.72916666666663', '178.76041666666666', '1']","['1.3645833333333333', '1.3645833333333333', '0']","['257.90625', '159.65625', '1']","['1.3645833333333333', '1.3645833333333333', '0']","['262.0', '266.09375', '1']","['1.3645833333333333', '1.3645833333333333', '0']","['278.375', '345.2395833333333', '1']",13
"['337.0520833333333', '36.84375', '1']","['300.2083333333333', '109.16666666666666', '1']","['1.3645833333333333', '1.3645833333333333', '0']","['285.19791666666663', '184.21875', '1']","['1.3645833333333333', '1.3645833333333333', '0']","['327.5', '197.86458333333331', '1']","['399.82291666666663', '212.875', '1']","['313.85416666666663', '244.26041666666666', '1']","['1.3645833333333333', '1.3645833333333333', '0']","['316.5833333333333', '376.625', '1']","['353.4270833333333', '379.35416666666663', '1']","['275.6458333333333', '468.0520833333333', '1']","['317.94791666666663', '461.22916666666663', '1']",13
"['237.25247524752476', '71.50990099009901', '1']","['222.54950495049505', '92.8960396039604', '1']","['252.62376237623764', '93.56435643564357', '1']","['215.86633663366337', '114.95049504950495', '1']","['261.980198019802', '112.94554455445545', '1']","['199.82673267326734', '120.96534653465348', '1']","['278.01980198019805', '122.3019801980198', '1']","['225.8910891089109', '135.0', '1']","['247.94554455445547', '143.01980198019803', '1']","['230.56930693069307', '177.77227722772278', '1']","['245.94059405940595', '174.43069306930695', '1']","['234.5792079207921', '211.85643564356437', '1']","['245.27227722772278', '211.85643564356437', '1']",13
"['241.53125', '98.25', '1']","['218.33333333333331', '136.45833333333331', '1']","['263.3645833333333', '135.09375', '1']","['211.51041666666666', '170.57291666666666', '1']","['274.28125', '173.30208333333331', '1']","['186.94791666666666', '181.48958333333331', '1']","['290.65625', '184.21875', '1']","['223.79166666666666', '207.41666666666666', '1']","['259.2708333333333', '206.05208333333331', '1']","['231.97916666666666', '262.0', '1']","['257.90625', '267.4583333333333', '1']","['237.4375', '313.85416666666663', '1']","['252.44791666666666', '309.76041666666663', '1']",13
"['313.5', '103.5', '1']","['294.0', '138.0', '1']","['333.75', '134.25', '1']","['292.5', '168.0', '1']","['339.75', '165.0', '1']","['274.5', '165.75', '1']","['351.0', '166.5', '1']","['296.25', '194.25', '1']","['327.0', '193.5', '1']","['304.5', '237.75', '1']","['325.5', '234.75', '1']","['307.5', '270.75', '1']","['318.75', '270.75', '1']",13
"['233.34375', '100.97916666666666', '1']","['215.60416666666666', '126.90625', '1']","['249.71875', '129.63541666666666', '1']","['200.59375', '169.20833333333331', '1']","['267.4583333333333', '166.47916666666666', '1']","['182.85416666666666', '182.85416666666666', '1']","['283.8333333333333', '188.3125', '1']","['219.69791666666666', '218.33333333333331', '1']","['241.53125', '216.96875', '1']","['222.42708333333331', '279.7395833333333', '1']","['249.71875', '277.01041666666663', '1']","['222.42708333333331', '337.0520833333333', '1']","['241.53125', '334.32291666666663', '1']",13
"['228.0', '111.0', '1']","['210.0', '142.5', '1']","['248.25', '137.25', '1']","['192.75', '177.0', '1']","['265.5', '174.0', '1']","['179.25', '180.0', '1']","['280.5', '180.75', '1']","['210.75', '210.75', '1']","['243.0', '203.25', '1']","['216.75', '247.5', '1']","['235.5', '251.25', '1']","['219.0', '283.5', '1']","['237.0', '284.25', '1']",13
"['231.97916666666666', '47.760416666666664', '1']","['214.23958333333331', '92.79166666666666', '1']","['249.71875', '90.0625', '1']","['195.13541666666666', '137.82291666666666', '1']","['274.28125', '133.72916666666666', '1']","['176.03125', '150.10416666666666', '1']","['292.0208333333333', '141.91666666666666', '1']","['216.96875', '176.03125', '1']","['248.35416666666666', '174.66666666666666', '1']","['226.52083333333331', '264.72916666666663', '1']","['249.71875', '259.2708333333333', '1']","['225.15625', '307.03125', '1']","['248.35416666666666', '305.66666666666663', '1']",13
"['278.66666666666663', '50.0', '1']","['256.66666666666663', '89.33333333333333', '1']","['305.3333333333333', '87.33333333333333', '1']","['245.33333333333331', '120.66666666666666', '1']","['319.3333333333333', '116.66666666666666', '1']","['220.0', '113.33333333333333', '1']","['346.66666666666663', '106.66666666666666', '1']","['264.66666666666663', '154.0', '1']","['302.66666666666663', '144.66666666666666', '1']","['276.66666666666663', '202.0', '1']","['293.3333333333333', '200.66666666666666', '1']","['273.3333333333333', '236.66666666666666', '1']","['292.66666666666663', '236.0', '1']",13
"['240.75', '50.25', '1']","['224.25', '98.25', '1']","['266.25', '88.5', '1']","['219.75', '132.75', '0']","['276.75', '129.75', '1']","['211.5', '180.0', '1']","['277.5', '170.25', '1']","['231.75', '185.25', '1']","['265.5', '175.5', '1']","['236.25', '240.0', '1']","['252.75', '235.5', '1']","['250.5', '290.25', '1']","['266.25', '292.5', '1']",9
"['234.66666666666666', '34.0', '1']","['214.0', '68.0', '1']","['260.66666666666663', '62.666666666666664', '1']","['215.33333333333331', '102.66666666666666', '1']","['264.66666666666663', '98.66666666666666', '1']","['208.66666666666666', '132.0', '1']","['275.3333333333333', '126.0', '1']","['225.33333333333331', '131.33333333333331', '1']","['257.3333333333333', '127.33333333333333', '1']","['232.66666666666666', '190.0', '1']","['250.66666666666666', '186.0', '1']","['236.66666666666666', '237.33333333333331', '1']","['250.0', '234.0', '1']",9
"['290.25', '66.0', '1']","['267.75', '100.5', '1']","['309.0', '98.25', '1']","['261.75', '134.25', '1']","['312.0', '135.75', '1']","['256.5', '169.5', '1']","['316.5', '168.75', '1']","['273.75', '162.75', '1']","['299.25', '163.5', '1']","['275.25', '222.75', '1']","['295.5', '219.75', '1']","['279.75', '252.75', '1']","['291.75', '255.0', '1']",9
"['225.9111111111111', '103.24444444444444', '1']","['201.37777777777777', '149.24444444444444', '1']","['256.5777777777778', '145.15555555555554', '1']","['196.26666666666665', '194.2222222222222', '1']","['267.8222222222222', '189.1111111111111', '1']","['196.26666666666665', '239.2', '1']","['264.75555555555553', '235.1111111111111', '1']","['209.55555555555554', '222.84444444444443', '1']","['252.48888888888888', '222.84444444444443', '1']","['221.8222222222222', '305.64444444444445', '1']","['245.33333333333331', '306.66666666666663', '1']","['1.0222222222222221', '1.0222222222222221', '0']","['1.0222222222222221', '1.0222222222222221', '0']",9
"['302.0', '54.0', '1']","['291.3333333333333', '83.33333333333333', '1']","['320.66666666666663', '81.33333333333333', '1']","['286.0', '118.66666666666666', '1']","['320.66666666666663', '124.0', '1']","['278.66666666666663', '150.0', '1']","['323.3333333333333', '155.33333333333331', '1']","['290.66666666666663', '146.0', '1']","['310.0', '148.66666666666666', '1']","['280.0', '198.66666666666666', '1']","['292.66666666666663', '195.33333333333331', '1']","['304.66666666666663', '227.33333333333331', '0']","['318.0', '234.66666666666666', '1']",9
"['247.33333333333331', '68.0', '1']","['225.33333333333331', '93.33333333333333', '1']","['268.66666666666663', '94.66666666666666', '1']","['216.66666666666666', '125.33333333333333', '1']","['271.3333333333333', '126.66666666666666', '1']","['216.66666666666666', '160.0', '1']","['276.66666666666663', '155.33333333333331', '1']","['234.0', '149.33333333333331', '1']","['260.0', '150.66666666666666', '1']","['235.33333333333331', '202.66666666666666', '1']","['256.0', '202.0', '1']","['236.0', '236.0', '1']","['250.0', '234.0', '1']",9
"['222.66666666666666', '63.33333333333333', '1']","['204.0', '93.33333333333333', '1']","['240.0', '92.66666666666666', '1']","['198.0', '125.33333333333333', '1']","['244.66666666666666', '125.33333333333333', '1']","['190.66666666666666', '149.33333333333331', '1']","['254.0', '149.33333333333331', '1']","['208.0', '155.33333333333331', '1']","['230.66666666666666', '154.66666666666666', '1']","['212.66666666666666', '189.33333333333331', '1']","['226.66666666666666', '188.0', '1']","['216.0', '218.66666666666666', '1']","['227.33333333333331', '221.33333333333331', '1']",9
"['213', '68', '1']","['197', '100', '1']","['234', '100', '1']","['194', '135', '1']","['242', '129', '1']","['189', '163', '1']","['245', '167', '1']","['201', '168', '1']","['228', '170', '1']","['202', '216', '1']","['223', '219', '1']","['216', '256', '1']","['233', '255', '1']",9
"['248', '133', '1']","['237', '157', '1']","['264', '153', '1']","['238', '181', '1']","['268', '180', '1']","['242', '205', '1']","['260', '202', '1']","['242', '205', '1']","['257', '203', '1']","['243', '242', '1']","['255', '240', '1']","['244', '264', '1']","['257', '265', '1']",9
